ESE00019_SLR1	ESE00019_SLR2	0
ESE00019_SLR1	ESE00019_SLR3	0
ESE00019_SLR1	ESE00019_SLR4	0
ESE00019_SLR1	ESE00019_SLR5	0
ESE00019_SLR1	ESE00019_SLR6	0
ESE00019_SLR1	ESE00019_SLR7	0
ESE00019_SLR1	ESE00019_SLR8	0
ESE00019_SLR1	ESE00019_SLR9	0
ESE00019_SLR1	ESE00019_SLR10	0
ESE00019_SLR1	ESE00019_SLR11	0
ESE00019_SLR1	ESE00019_SLR12	0
ESE00019_SLR1	ESE00019_SLR13	0
ESE00019_SLR1	ESE00019_SLR14	0
ESE00019_SLR1	ESE00019_SLR15	0
ESE00019_SLR1	ESE00019_SLR16	0
ESE00019_SLR1	ESE00019_SLR17	0
ESE00019_SLR1	ESE00019_SLR18	0
ESE00019_SLR1	ESE00019_SLR19	0.3074398249452954
ESE00019_SLR1	ESE00090_SLR20	0
ESE00019_SLR1	ESE00090_SLR21	0
ESE00019_SLR1	ESE00090_SLR22	0
ESE00019_SLR1	ESE00418_SLR23	0
ESE00019_SLR1	ESE00418_SLR24	0.6460612691466083
ESE00019_SLR1	ESE00418_SLR25	0
ESE00019_SLR1	ESE00418_SLR26	0
ESE00019_SLR1	ESE00418_SLR27	0
ESE00019_SLR1	ESE00418_SLR28	0
ESE00019_SLR1	ESE00418_SLR29	0
ESE00019_SLR1	ESE00418_SLR30	0
ESE00019_SLR1	ESE00418_SLR31	0
ESE00019_SLR1	ESE00418_SLR32	0
ESE00019_SLR1	ESE00418_SLR33	0
ESE00019_SLR1	ESE00418_SLR34	0
ESE00019_SLR1	ESE00418_SLR35	0
ESE00019_SLR1	ESE00418_SLR36	0
ESE00019_SLR1	ESE00418_SLR37	0.5117773019271948
ESE00019_SLR1	ESE00418_SLR38	0
ESE00019_SLR1	ESE00418_SLR39	0
ESE00019_SLR1	ESE00418_SLR40	0
ESE00019_SLR1	ESE00418_SLR41	0
ESE00019_SLR1	ESE00418_SLR42	0
ESE00019_SLR1	ESE01543_SLR43	0
ESE00019_SLR1	ESE01543_SLR44	0
ESE00019_SLR1	ESE01543_SLR45	0
ESE00019_SLR1	ESE01543_SLR46	0
ESE00019_SLR1	ESE01543_SLR47	0
ESE00019_SLR1	ESE01543_SLR48	0
ESE00019_SLR1	ESE01543_SLR49	0
ESE00019_SLR1	ESE01543_SLR50	0
ESE00019_SLR1	ESE01543_SLR51	0
ESE00019_SLR1	ESE01543_SLR52	0
ESE00019_SLR1	ESE01543_SLR53	0.5286103542234333
ESE00019_SLR1	ESE01543_SLR54	0.6291028446389497
ESE00019_SLR1	ESE01543_SLR55	0
ESE00019_SLR1	ESE01543_SLR56	0
ESE00019_SLR1	ESE01543_SLR57	0
ESE00019_SLR1	ESE01543_SLR58	0
ESE00019_SLR1	ESE01543_SLR59	0
ESE00019_SLR1	LCP05531_SLR60	0
ESE00019_SLR1	LCP05531_SLR61	0
ESE00019_SLR1	LCP05531_SLR62	0
ESE00019_SLR1	LCP05531_SLR63	0
ESE00019_SLR1	LCP05531_SLR64	0
ESE00019_SLR1	LCP05531_SLR65	0
ESE00019_SLR1	LCP05531_SLR66	0.6258205689277899
ESE00019_SLR1	LCP05531_SLR67	0
ESE00019_SLR1	LCP05531_SLR68	0
ESE00019_SLR1	LCP05531_SLR69	0
ESE00019_SLR1	LCP05531_SLR70	0
ESE00019_SLR1	LCP05531_SLR71	0
ESE00019_SLR1	LCP05531_SLR72	0
ESE00019_SLR1	LCP05531_SLR73	0
ESE00019_SLR1	LCP05531_SLR74	0
ESE00019_SLR1	LCP05531_SLR75	0
ESE00019_SLR1	LCP05531_SLR76	0
ESE00019_SLR1	LCP05531_SLR77	0
ESE00019_SLR1	LCP06093_SLR78	0
ESE00019_SLR1	LCP06093_SLR79	0.8816425120772947
ESE00019_SLR1	LCP06093_SLR80	0
ESE00019_SLR1	LCP06093_SLR81	0
ESE00019_SLR1	LCP06093_SLR82	0
ESE00019_SLR1	LCP06093_SLR83	0
ESE00019_SLR1	LCP06093_SLR84	0
ESE00019_SLR1	LCP06093_SLR85	0
ESE00019_SLR1	LCP06093_SLR86	0
ESE00019_SLR1	LCP06093_SLR87	0
ESE00019_SLR1	LCP06093_SLR88	0
ESE00019_SLR1	LCP06093_SLR89	0
ESE00019_SLR1	LCP06093_SLR90	0
ESE00019_SLR1	LCP06093_SLR91	0
ESE00019_SLR1	LCP06093_SLR92	0
ESE00019_SLR2	ESE00019_SLR3	0
ESE00019_SLR2	ESE00019_SLR4	0
ESE00019_SLR2	ESE00019_SLR5	0
ESE00019_SLR2	ESE00019_SLR6	0
ESE00019_SLR2	ESE00019_SLR7	0
