ESE00019_SLR1,ESE00019_SLR2,ESE00019_SLR3,ESE00019_SLR4,ESE00019_SLR5,ESE00019_SLR6,ESE00019_SLR7,ESE00019_SLR8,ESE00019_SLR9,ESE00019_SLR10,ESE00019_SLR11,ESE00019_SLR12,ESE00019_SLR13,ESE00019_SLR14,ESE00019_SLR15,ESE00019_SLR16,ESE00019_SLR17,ESE00019_SLR18,ESE00019_SLR19,ESE00090_SLR20,ESE00090_SLR21,ESE00090_SLR22,ESE00418_SLR23,ESE00418_SLR24,ESE00418_SLR25,ESE00418_SLR26,ESE00418_SLR27,ESE00418_SLR28,ESE00418_SLR29,ESE00418_SLR30,ESE00418_SLR31,ESE00418_SLR32,ESE00418_SLR33,ESE00418_SLR34,ESE00418_SLR35,ESE00418_SLR36,ESE00418_SLR37,ESE00418_SLR38,ESE00418_SLR39,ESE00418_SLR40,ESE00418_SLR41,ESE00418_SLR42,ESE01543_SLR43,ESE01543_SLR44,ESE01543_SLR45,ESE01543_SLR46,ESE01543_SLR47,ESE01543_SLR48,ESE01543_SLR49,ESE01543_SLR50,ESE01543_SLR51,ESE01543_SLR52,ESE01543_SLR53,ESE01543_SLR54,ESE01543_SLR55,ESE01543_SLR56,ESE01543_SLR57,ESE01543_SLR58,ESE01543_SLR59,LCP05531_SLR60,LCP05531_SLR61,LCP05531_SLR62,LCP05531_SLR63,LCP05531_SLR64,LCP05531_SLR65,LCP05531_SLR66,LCP05531_SLR67,LCP05531_SLR68,LCP05531_SLR69,LCP05531_SLR70,LCP05531_SLR71,LCP05531_SLR72,LCP05531_SLR73,LCP05531_SLR74,LCP05531_SLR75,LCP05531_SLR76,LCP05531_SLR77,LCP06093_SLR78,LCP06093_SLR79,LCP06093_SLR80,LCP06093_SLR81,LCP06093_SLR82,LCP06093_SLR83,LCP06093_SLR84,LCP06093_SLR85,LCP06093_SLR86,LCP06093_SLR87,LCP06093_SLR88,LCP06093_SLR89,LCP06093_SLR90,LCP06093_SLR91,LCP06093_SLR92
1.0,0.012582056892778994,0.0,0.0041279669762641896,0.0,0.0038293216630196935,0.028824833702882482,0.0,0.0,0.02461706783369803,0.02242152466367713,0.0028694404591104736,0.0014792899408284023,0.002735229759299781,0.002531645569620253,0.009259259259259259,0.0027434842249657062,0.007111597374179431,0.3074398249452954,0.04791344667697063,0.031678082191780824,0.013676148796498906,0.0015885623510722795,0.6460612691466083,0.0019212295869356388,0.03871748336358137,0.07896287566293458,0.0,0.002512562814070352,0.0013271400132714001,0.020787746170678335,0.003852080123266564,0.02461706783369803,0.009299781181619256,0.02140309155766944,0.009433962264150943,0.5117773019271948,0.010393873085339168,0.019693654266958426,0.015317286652078774,0.0,0.01742627345844504,0.0,0.1239193083573487,0.008205689277899343,0.03555798687089715,0.0038293216630196935,0.0035161744022503515,0.009363295880149813,0.12661955241460543,0.012582056892778994,0.0,0.5286103542234333,0.6291028446389497,0.0,0.004839685420447671,0.0016411378555798686,0.02461706783369803,0.0210896309314587,0.005415162454873646,0.00437636761487965,0.07822808671065033,0.006564551422319475,0.020787746170678335,0.0038293216630196935,0.6258205689277899,0.03774617067833698,0.02735229759299781,0.011764705882352941,0.019146608315098467,0.0019102196752626551,0.02195121951219512,0.02385685884691849,0.026362038664323375,0.03327495621716287,0.0041946308724832215,0.0,0.006564551422319475,0.8816425120772947,0.006564551422319475,0.002680965147453083,0.0,0.0011299435028248588,0.0,0.0,0.03346203346203346,0.002628120893561104,0.03172866520787746,0.00437636761487965,0.027659574468085105,0.025711159737417943,0.004497751124437781
0.012582056892778994,1.0,0.007597340930674264,0.04231166150670795,0.004803843074459567,0.011336515513126491,0.02771618625277162,0.008998875140607425,0.0024752475247524753,0.007599746675110829,0.02242152466367713,0.0,0.0036982248520710057,0.0640944549862956,0.00949367088607595,0.0625,0.0,0.02108370229812355,0.05481762597512123,0.02009273570324575,0.014554794520547944,0.010199918400652794,0.007942811755361398,0.18490406915454355,0.011527377521613832,0.009679370840895343,0.01060695344725987,0.00927357032457496,0.0,0.003981420039814201,0.0369290573372206,0.017719568567026195,0.012169151201703681,0.005829596412556054,0.020214030915576695,0.05660377358490566,0.03568879371877231,0.04204275534441805,0.042924211938296444,0.014428412874583796,0.0,0.011394101876675604,0.0,0.0345821325648415,0.05313092979127135,0.009599561162918267,0.04964990451941439,0.017580872011251757,0.056179775280898875,0.012956419316843345,0.06273892511805712,0.0,0.11989100817438691,0.10025542784163474,0.0,0.007259528130671506,0.032699955810870526,0.0084985835694051,0.022847100175746926,0.02527075812274368,0.0050644567219152855,0.007540056550424128,0.07737718743411343,0.06156441071052077,0.041666666666666664,0.005084082909659757,0.008690776562938042,0.011210762331838564,0.049019607843137254,0.009700176366843033,0.0009551098376313276,0.020731707317073172,0.008946322067594433,0.03251318101933216,0.01138353765323993,0.01929530201342282,0.0069605568445475635,0.02796394730760342,0.10144927536231885,0.003417634996582365,0.0,0.07394366197183098,0.07909604519774012,0.0,0.027463651050080775,0.03088803088803089,0.00788436268068331,0.07147375079063883,0.01060475781026082,0.018439716312056736,0.008787878787878787,0.0
0.0,0.007597340930674264,1.0,0.06604747162022703,0.005698005698005698,0.00949667616334283,0.0,0.9865016872890888,0.9801980198019802,0.060778727445394115,0.0,0.09182209469153516,0.000949667616334283,0.07122507122507123,0.11870845204178537,0.0,0.0,0.012345679012345678,0.006647673314339981,0.0,0.0,0.0,0.0,0.0446343779677113,0.007684918347742555,0.013295346628679962,0.0,0.9783616692426584,0.0,0.007597340930674264,0.000949667616334283,0.04178537511870845,0.005698005698005698,0.006647673314339981,0.0,0.0,0.0,0.06362773029439696,0.07502374169040836,0.06267806267806268,0.9435215946843853,0.000949667616334283,0.2914485165794066,0.0,0.06457739791073125,0.06647673314339982,0.011396011396011397,0.05982905982905983,0.0,0.0,0.0721747388414055,0.0010964912280701754,0.0,0.0,0.6158940397350994,0.7749287749287749,0.05318138651471985,0.05413105413105413,0.0,0.05887939221272555,0.7758784425451092,0.0,0.06932573599240266,0.06457739791073125,0.07122507122507123,0.0,0.12155745489078823,0.06742640075973409,0.0,0.057929724596391265,0.0009551098376313276,0.0,0.0,0.006647673314339981,0.0,0.000949667616334283,0.0,0.03513770180436847,0.0,0.9838556505223172,0.0,0.008547008547008548,0.0,0.10220125786163523,0.0,0.0,0.11490978157644824,0.02849002849002849,0.013295346628679962,0.0,0.060778727445394115,0.0
0.0041279669762641896,0.04231166150670795,0.06604747162022703,1.0,0.053663570691434466,0.058823529411764705,0.0011086474501108647,0.0,0.007425742574257425,0.12074303405572756,0.0020639834881320948,0.16642754662840745,0.053663570691434466,0.16408668730650156,0.1197110423116615,0.013888888888888888,0.0,0.053663570691434466,0.03611971104231166,0.01238390092879257,0.009287925696594427,0.0010319917440660474,0.0,0.17750257997936017,0.0010319917440660474,0.0010319917440660474,0.0,0.00463678516228748,0.0,0.0,0.02786377708978328,0.04540763673890609,0.0010319917440660474,0.0041279669762641896,0.0020639834881320948,0.0,0.0041279669762641896,0.8245614035087719,0.2672858617131063,0.0,0.009966777408637873,0.011351909184726523,0.0,0.46439628482972134,0.10629514963880289,0.06604747162022703,0.0020639834881320948,0.06501547987616099,0.0,0.0030959752321981426,0.37874097007223945,0.0010964912280701754,0.0,0.0,0.0,0.0,0.05779153766769866,0.06191950464396285,0.0020639834881320948,0.06398348813209494,0.0010319917440660474,0.0020639834881320948,0.913312693498452,0.06914344685242518,0.06707946336429309,0.0,0.06707946336429309,0.07739938080495357,0.0,0.06398348813209494,0.0,0.0020639834881320948,0.0010319917440660474,0.0030959752321981426,0.0020639834881320948,0.0010319917440660474,0.0,0.7770897832817337,0.0,0.06707946336429309,0.0,0.08359133126934984,0.0,0.11635220125786164,0.07223942208462332,0.001287001287001287,0.1197110423116615,0.09700722394220847,0.058823529411764705,0.0020639834881320948,0.12074303405572756,0.0
0.0,0.004803843074459567,0.005698005698005698,0.053663570691434466,1.0,0.05604483586869496,0.024390243902439025,0.0,0.0,0.04323458767013611,0.009607686148919135,0.0746054519368723,0.07926341072858287,0.08566853482786228,0.07846277021617294,0.0023148148148148147,0.0027434842249657062,0.04483586869495596,0.04323458767013611,0.0,0.0,0.0040032025620496394,0.0,0.041633306645316254,0.04707012487992315,0.03923138510808647,0.0,0.0,0.09673366834170855,0.1753402722177742,0.0,0.0,0.040032025620496396,0.04083266613290633,0.0,0.0018867924528301887,0.0,0.03923138510808647,0.04323458767013611,0.040032025620496396,0.0,0.0,0.0,0.0,0.0344275420336269,0.07686148919135308,0.03923138510808647,0.0,0.0018726591760299626,0.005604483586869495,0.040032025620496396,0.0,0.0027247956403269754,0.017614091273018415,0.0,0.024819855884707767,0.04803843074459568,0.0016012810248198558,0.008006405124099279,0.0,0.0344275420336269,0.0,0.007205764611689352,0.03682946357085669,0.017614091273018415,0.0,0.012810248198558846,0.0008006405124099279,0.00196078431372549,0.0024019215372297837,0.034383954154727794,0.0,0.0,0.0421792618629174,0.0008756567425569177,0.0,0.0,0.04243394715772618,0.0024154589371980675,0.0,0.002680965147453083,0.041633306645316254,0.04067796610169491,0.014150943396226415,0.8222940226171244,0.028314028314028315,0.044035228182546036,0.08166533226581266,0.05604483586869496,0.0,0.04323458767013611,0.0
0.0038293216630196935,0.011336515513126491,0.00949667616334283,0.058823529411764705,0.05604483586869496,1.0,0.014412416851441241,0.0011248593925759281,0.007425742574257425,0.02089930335655478,0.03643497757847534,0.08321377331420372,0.04659763313609468,0.049522673031026254,0.052531645569620256,0.013888888888888888,0.0,0.02058472553699284,0.029236276849642005,0.13137557959814528,0.0008561643835616438,0.0,0.0,0.043257756563245826,0.6282420749279539,0.019358741681790685,0.03241013553329405,0.00463678516228748,0.0,0.017252820172528202,0.0184645286686103,0.7434514637904468,0.02372984484332218,0.01390134529147982,0.0047562425683709865,0.007547169811320755,0.010706638115631691,0.014916467780429593,0.03013126491646778,0.011838697743248243,0.009966777408637873,0.002680965147453083,0.0,0.032853025936599424,0.025059665871121718,0.034606205250596656,0.4446212603437301,0.6779184247538678,0.00749063670411985,0.0017667844522968198,0.019988066825775655,0.0010964912280701754,0.008174386920980926,0.022669220945083016,0.0,0.009074410163339383,0.006628369421122404,0.004091910607491344,0.006444053895723492,0.007220216606498195,0.01703499079189687,0.0527803958529689,0.019988066825775655,0.06175417661097852,0.6578162291169452,0.003128666405944466,0.006861575178997614,0.016655989750160152,0.00784313725490196,0.003527336860670194,0.004775549188156638,0.004878048780487805,0.003976143141153081,0.022847100175746926,0.006129597197898424,0.8078859060402684,0.0,0.030429594272076373,0.00966183574879227,0.00786056049213944,0.0,0.028169014084507043,0.004519774011299435,0.0220125786163522,0.05492730210016155,0.03861003861003861,0.042706964520367936,0.03281622911694511,0.9803102625298329,0.01347517730496454,0.02515151515151515,0.02848575712143928
0.028824833702882482,0.02771618625277162,0.0,0.0011086474501108647,0.024390243902439025,0.014412416851441241,1.0,0.0,0.0,0.08758314855875832,0.026607538802660754,0.0,0.01662971175166297,0.04212860310421286,0.024390243902439025,0.004629629629629629,0.0054869684499314125,0.015521064301552107,0.1762749445676275,0.0011086474501108647,0.0,0.0,0.0,0.08536585365853659,0.026607538802660754,0.02771618625277162,0.13414634146341464,0.0,0.0037688442211055275,0.02993348115299335,0.005543237250554324,0.0,0.0942350332594235,0.1574279379157428,0.012195121951219513,0.007547169811320755,0.0598669623059867,0.11751662971175167,0.031042128603104215,0.08314855875831485,0.0,0.009977827050997782,0.0,0.009977827050997782,0.026607538802660754,0.026607538802660754,0.031042128603104215,0.0,0.00749063670411985,0.015521064301552107,0.04212860310421286,0.0011086474501108647,0.021798365122615803,0.1729490022172949,0.0,0.028824833702882482,0.02993348115299335,0.07095343680709534,0.024390243902439025,0.004434589800443459,0.022172949002217297,0.05432372505543237,0.05321507760532151,0.02106430155210643,0.015521064301552107,0.028824833702882482,0.022172949002217297,0.0022172949002217295,0.00784313725490196,0.06541019955654102,0.005543237250554324,0.012195121951219513,0.14079822616407983,0.9312638580931264,0.011086474501108648,0.0,0.0,0.036585365853658534,0.03140096618357488,0.0066518847006651885,0.005361930294906166,0.013303769401330377,0.0011299435028248588,0.0,0.0,0.9266409266409267,0.0066518847006651885,0.04878048780487805,0.014412416851441241,0.012195121951219513,0.08314855875831485,0.05547226386806597
0.0,0.008998875140607425,0.9865016872890888,0.0,0.0,0.0011248593925759281,0.0,1.0,0.9752475247524752,0.0,0.0,0.0014347202295552368,0.0011248593925759281,0.00562429696287964,0.06186726659167604,0.0,0.0,0.014623172103487065,0.0011248593925759281,0.0,0.0,0.0,0.0,0.03824521934758155,0.0011248593925759281,0.00562429696287964,0.0,0.9768160741885626,0.0,0.0011248593925759281,0.0011248593925759281,0.0011248593925759281,0.0,0.0,0.0,0.0,0.0,0.0011248593925759281,0.010123734533183352,0.06636670416197975,0.9335548172757475,0.0,0.2914485165794066,0.0,0.0011248593925759281,0.007874015748031496,0.00562429696287964,0.0011248593925759281,0.0,0.0,0.006749156355455568,0.0,0.0,0.0,0.6158940397350994,0.8413948256467941,0.0011248593925759281,0.0,0.0,0.0,0.8402699662542182,0.0,0.01124859392575928,0.0,0.00562429696287964,0.0,0.06749156355455568,0.007874015748031496,0.0,0.0,0.0011248593925759281,0.0,0.0,0.0,0.0,0.0011248593925759281,0.0,0.0011248593925759281,0.0,0.9876265466816648,0.0,0.010123734533183352,0.0,0.0015723270440251573,0.0,0.0,0.06186726659167604,0.02924634420697413,0.00562429696287964,0.0,0.0,0.0
0.0,0.0024752475247524753,0.9801980198019802,0.007425742574257425,0.0,0.007425742574257425,0.0,0.9752475247524752,1.0,0.007425742574257425,0.0,0.007425742574257425,0.0,0.007425742574257425,0.13366336633663367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024752475247524753,0.0024752475247524753,0.007425742574257425,0.0,0.9356435643564357,0.0,0.0,0.0,0.0024752475247524753,0.0,0.0024752475247524753,0.0,0.0,0.0,0.0024752475247524753,0.009900990099009901,0.13613861386138615,0.9368770764119602,0.0024752475247524753,0.41089108910891087,0.0,0.007425742574257425,0.009900990099009901,0.0024752475247524753,0.007425742574257425,0.0,0.0,0.007425742574257425,0.0024752475247524753,0.0,0.0,0.6158940397350994,0.9603960396039604,0.007425742574257425,0.007425742574257425,0.0,0.007425742574257425,0.9653465346534653,0.0,0.007425742574257425,0.007425742574257425,0.007425742574257425,0.0,0.14108910891089108,0.009900990099009901,0.0,0.007425742574257425,0.0,0.0,0.0,0.0024752475247524753,0.0,0.0,0.0,0.007425742574257425,0.0,0.9851485148514851,0.0,0.0,0.0,0.007425742574257425,0.0,0.0,0.13366336633663367,0.0,0.007425742574257425,0.0,0.007425742574257425,0.0
0.02461706783369803,0.007599746675110829,0.060778727445394115,0.12074303405572756,0.04323458767013611,0.02089930335655478,0.08758314855875832,0.0,0.007425742574257425,1.0,0.011771300448430493,0.1750358680057389,0.03994082840236687,0.048131728942368585,0.07848101265822785,0.023148148148148147,0.00411522633744856,0.01551614946168461,0.026599113362887904,0.021638330757341576,0.0273972602739726,0.016319869441044473,0.004765687053216839,0.01741608613046232,0.0009606147934678194,0.0024198427102238356,0.23335297583971715,0.00463678516228748,0.02135678391959799,0.0046449900464499,0.004211208292840946,0.03312788906009245,0.7178594046865104,0.023318385650224215,0.008323424494649227,0.03773584905660377,0.028551034975017844,0.025965801139962,0.031665611146295125,0.008879023307436182,0.009966777408637873,0.014075067024128687,0.0,0.01037463976945245,0.024699176694110196,0.026282457251424952,0.00668364099299809,0.04430379746835443,0.03745318352059925,0.019434628975265017,0.029132362254591513,0.0043859649122807015,0.05449591280653951,0.13282247765006386,0.0,0.0102843315184513,0.02695536897923111,0.7454084863837872,0.008201523140011716,0.07490974729241877,0.007366482504604052,0.3590951932139491,0.03324889170360988,0.028499050031665613,0.026915769474350856,0.00899491591709034,0.023749208359721344,0.03171044202434337,0.041176470588235294,0.43077601410934746,0.0038204393505253103,0.00853658536585366,0.05168986083499006,0.07117750439367311,0.016637478108581436,0.0,0.002320185614849188,0.036415452818239394,0.050724637681159424,0.02939166097060834,0.004021447721179625,0.030181086519114688,0.003389830508474576,0.12578616352201258,0.04281098546042003,0.09009009009009009,0.08147174770039421,0.03103229892336922,0.019949335022165927,0.012056737588652482,0.9829005699810006,0.019490254872563718
