LCP05531_SLR74,ESE00418_SLR34,ESE00019_s00037,LCP05531_SLR75,LCP05531_SLR63,ESE01543_SLR53,ESE00090_s00154,LCP06093_s01882,ESE00019_SLR12,ESE00019_SLR10,LCP06093_SLR80,ESE01543_SLR51,ESE00019_SLR14,ESE00019_s00033,LCP05531_SLR71,ESE01543_SLR55,ESE01543_SLR44,ESE00090_s00157,ESE00418_s00621,ESE01543_SLR59,ESE00418_SLR24,ESE00019_s00022,ESE00090_SLR22,ESE01543_SLR56,LCP06093_SLR89,ESE00019_SLR1,ESE00019_s00028,ESE00019_s00021,ESE00418_s00607,ESE00019_SLR2,ESE00418_SLR28,LCP06093_SLR88,LCP05531_s01799,LCP05531_s01802,ESE00019_SLR11,LCP06093_SLR85,ESE00418_SLR36,ESE00418_SLR37,ESE00418_s00606,LCP06093_SLR83,ESE00019_SLR17,ESE00418_SLR41,LCP06093_SLR81,ESE01543_SLR45,ESE00019_SLR4,ESE00019_SLR19,ESE00019_SLR6,LCP05531_SLR70,LCP06093_SLR90,ESE01543_SLR58,LCP06093_SLR79,ESE00090_s00155,ESE00019_SLR3,ESE00418_SLR39,ESE01543_s01103,LCP06093_s01880,LCP06093_s01874,ESE00418_SLR31,ESE00418_SLR42,ESE00019_SLR5,ESE01543_SLR54_1,ESE00090_SLR20,ESE00019_SLR9,LCP05531_SLR66,ESE00418_s00613,LCP05531_s01808,ESE01543_SLR57,ESE00418_SLR40,LCP06093_SLR91,ESE01543_SLR48,ESE00019_SLR8,ESE01543_SLR50,LCP05531_SLR69,ESE00418_SLR32,LCP05531_s01818,ESE01543_SLR54_2,ESE01543_s01094,LCP06093_SLR78,LCP05531_SLR67,ESE00418_s00610,ESE00019_SLR16,ESE00418_SLR26,ESE01543_SLR43,LCP06093_SLR82,ESE01543_SLR49,LCP05531_SLR76,LCP05531_SLR77,ESE01543_s01090,LCP05531_s01807,LCP05531_SLR72,ESE00418_SLR35,LCP05531_SLR60,ESE00418_SLR27,LCP05531_s01800,LCP05531_SLR62,ESE01543_s01111,ESE00418_SLR38,ESE00019_SLR18,ESE00418_SLR23,ESE01543_SLR46,ESE00418_s00614,ESE00418_s00615,LCP06093_SLR84,LCP05531_SLR68,ESE00418_s00620,LCP06093_SLR86,LCP05531_s01801,ESE00418_SLR33
1.0,0.12643678160919541,0.011494252873563218,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.022988505747126436,0.022988505747126436,0.0,0.0,0.0,0.0,0.0,0.028169014084507043,0.022988505747126436,0.034482758620689655,0.034482758620689655,0.0,0.022988505747126436,0.0,0.0,0.7469879518072289,0.022988505747126436,0.022988505747126436,0.0,0.0,0.034482758620689655,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.0,0.0,0.0,0.11494252873563218,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.12643678160919541,0.0,0.022988505747126436,0.011494252873563218,0.022988505747126436,0.0,0.0,0.0,0.04597701149425287,0.022988505747126436,0.01639344262295082,0.0,0.0,0.0,0.022988505747126436,0.1724137931034483,0.0,0.0,0.0,0.0,0.022988505747126436,0.0,0.04597701149425287,0.034482758620689655,0.0,0.0,0.022988505747126436,0.0,0.0,0.10344827586206896,0.0,0.011494252873563218,0.011494252873563218,0.0,0.022988505747126436,0.0,0.022988505747126436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.022988505747126436,0.0,0.0,0.0,0.06896551724137931,0.0,0.06896551724137931,0.0,0.0,0.034482758620689655,0.022988505747126436,0.022988505747126436,0.0,0.0,0.0,0.8813559322033898,0.0,0.04597701149425287
0.12643678160919541,1.0,0.0072992700729927005,0.0,0.08629441624365482,0.0,0.0,0.0,0.0,0.015228426395939087,0.0,0.08121827411167512,0.01015228426395939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01015228426395939,0.0,0.0,0.032467532467532464,0.005076142131979695,0.0,0.12048192771084337,0.0,0.0,0.0,0.0,0.02030456852791878,0.05583756345177665,0.005076142131979695,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.41624365482233505,0.0,0.17766497461928935,0.005076142131979695,0.005076142131979695,0.0,0.030456852791878174,0.0,0.0,0.0,0.01015228426395939,0.02030456852791878,0.01639344262295082,0.0,0.0,0.0,0.01652892561983471,0.08121827411167512,0.0,0.0,0.8349514563106796,0.0,0.0,0.0,0.01015228426395939,0.015228426395939087,0.0,0.0,0.011428571428571429,0.0,0.0,0.3473684210526316,0.0,0.007518796992481203,0.0,0.0,0.023255813953488372,0.0,0.03205128205128205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.0,0.0,0.01015228426395939,0.04040404040404041,0.07954545454545454,0.07614213197969544,0.0,0.0,0.025380710659898477,0.0125,0.0125,0.0,0.0,0.0,0.1694915254237288,0.0,0.015228426395939087
0.011494252873563218,0.0072992700729927005,1.0,0.049019607843137254,0.06569343065693431,0.0,0.0,0.08759124087591241,0.18181818181818182,0.08759124087591241,0.0,0.072992700729927,0.12408759124087591,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0,0.0,0.058394160583941604,0.0,0.0,0.0364963503649635,0.051094890510948905,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.051094890510948905,0.10218978102189781,0.051094890510948905,0.0072992700729927005,0.024390243902439025,0.0,0.0,0.007692307692307693,0.0,0.0,0.0,0.0,0.10218978102189781,0.10526315789473684,0.0364963503649635,0.0364963503649635,0.06569343065693431,0.0,0.06569343065693431,0.0,0.0,0.12371134020618557,0.072992700729927,0.021897810218978103,0.08196721311475409,1.0,0.0072992700729927005,0.0,0.05785123966942149,0.0072992700729927005,0.0,0.0882352941176472,0.0,0.0,0.0,0.0,0.5620437956204379,0.08759124087591241,0.06666666666666667,0.03614457831325301,0.0,0.0,0.04132231404958678,0.0,0.0,0.05263157894736842,0.051094890510948905,0.7737226277372263,0.023255813953488372,0.0,0.24817518248175183,0.0,0.021897810218978103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08029197080291971,0.010101010101010102,0.0,0.072992700729927,0.021897810218978103,0.0,0.08029197080291971,0.0072992700729927005,0.0072992700729927005,0.15714285714285714,0.06569343065693431,0.0,0.0,0.12,0.014598540145985401
0.0,0.0,0.049019607843137254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,0.00980392156862745,0.0,0.0,0.00980392156862745,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.014285714285714285,0.049019607843137254,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.13114754098360656,0.049019607843137254,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,0.0,0.14705882352941177,0.0,0.0,0.0,0.00980392156862745,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0
0.011494252873563218,0.08629441624365482,0.06569343065693431,0.0,1.0,0.0,0.0,0.046218487394957986,0.13636363636363635,0.04040404040404041,0.0,0.8434237995824635,0.9174454828660437,0.0,0.0,0.0,0.63125,0.0,0.0,0.018072289156626505,0.12324324324324325,0.04047619047619048,0.0,0.006493506493506494,0.00872093023255814,0.0,0.03614457831325301,0.017543859649122806,0.017543859649122806,0.055555555555555566,0.018518518518518517,0.02727272727272727,0.041158536585365856,0.019801980198019802,0.018292682926829267,0.016260162601626018,0.0,0.0,0.023076923076923078,0.0,0.014705882352941176,0.0,0.014285714285714285,0.09268292682926829,0.9210526315789473,0.08127721335268505,0.008902077151335312,0.040983606557377046,0.03076923076923077,0.050156739811912224,0.05,0.0,0.10309278350515463,0.19134396355353075,0.02531645569620253,0.01639344262295082,0.06818181818181818,0.0273972602739726,0.016,0.0,0.02100840336134454,0.0,0.0,0.11650485436893204,0.0,0.014814814814814815,0.0,0.0,0.0438871473354232,0.0962962962962963,0.012048192771084338,0.0,0.0,0.04132231404958678,0.031578947368421054,0.030303030303030304,0.05263157894736842,0.9436936936936937,0.04281345565749235,0.007751937984496124,0.0,0.0,0.0,0.9430051813471503,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.01818181818181818,0.0,0.0,0.043795620437956206,0.06060606060606061,0.0,0.8417582417582418,0.018281535648994516,0.008928571428571428,0.025787965616045846,0.0,0.0,0.12857142857142856,0.03215434083601286,0.004434589800443459,0.03389830508474576,0.12,0.006060606060606061
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666669125,0.0,0.06666666666667281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000002763,0.30000000000002763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666667281,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000002763,0.0,0.0,0.0,0.0,0.43333333333337326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333641,0.0,0.0,0.0,0.0,0.30000000000002763,0.0,0.0,0.0,0.0,0.0,0.30000000000002763,0.0,0.0,0.0,0.30000000000002763,0.0,0.0,0.03333333333333641,0.0,0.0,0.03333333333333641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666667281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0196078431372549,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549
0.0,0.0,0.08759124087591241,0.0,0.046218487394957986,0.0,0.0,1.0,0.13636363636363635,0.04201680672268908,0.0,0.04201680672268908,0.037815126050420166,0.0,0.0,0.5263157923946247,0.0,0.0,0.0,0.0,0.008403361344537815,0.0,0.0,0.7922077922077922,0.008403361344537815,0.0,0.0,0.008771929824561403,0.008771929824561403,0.0,0.9444444444444444,0.02100840336134454,0.037815126050420166,0.7871287128712872,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.9444444586993548,0.0,0.04201680672268908,0.07894736842105263,0.0,0.008403361344537815,0.037815126050420166,0.007692307692307693,0.037815126050420166,0.0,0.0,0.9896907216494846,0.05042016806722689,0.0,0.01639344262295082,0.09090909090909091,0.0,0.0,0.0,0.004201680672268907,0.0,0.9411764705882368,0.0,0.0,0.007407407407407408,0.0,0.01680672268907563,0.046218487394957986,0.07407407407407407,0.9518072289156626,0.0,0.0,0.049586776859504134,0.0,0.0,0.05263157894736842,0.02100840336134454,0.05042016806722689,0.0,0.0,0.0,0.21739130434782608,0.0051813471502590676,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037815126050420166,0.0,0.0,0.04201680672268908,0.13445378151260504,0.0,0.05042016806722689,0.0,0.0,0.12857142857142856,0.05042016806722689,0.0,0.01694915254237288,0.12,0.0
0.0,0.0,0.18181818181818182,0.0,0.13636363636363635,0.0,0.0,0.13636363636363635,1.0,0.18181818181818182,0.0,0.13636363636363635,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.13636363636363635,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.18181818181818182,0.0,0.045454545454545456,0.13636363636363635,0.0,0.13636363636363635,0.0,0.0,0.13636363636363635,0.5606060606060606,0.0,0.0,0.18181818181818182,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.13636363636363635,0.0,0.0,0.0,0.07575757575757576,0.0,0.0,0.10606060606060606,0.10606060606060606,0.13636363636363635,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.13636363636363635,0.045454545454545456,0.0,0.5606060606060606,0.0,0.0,0.5454545454545454,0.9090909090909091,0.0,0.0,0.13636363636363635,0.0
0.034482758620689655,0.015228426395939087,0.08759124087591241,0.0,0.04040404040404041,0.0,0.0196078431372549,0.04201680672268908,0.18181818181818182,1.0,0.0,0.037037037037037035,0.050505050505050504,0.0,0.0,0.0,0.01875,0.0,0.0,0.006024096385542169,0.0,0.0,0.007751937984496124,0.006493506493506494,0.010101010101010102,0.02127659574468085,0.03614457831325301,0.0,0.0,0.027777777777777783,0.0,0.013468013468013467,0.030303030303030304,0.0,0.006097560975609756,0.024390243902439025,0.018518518518518517,0.01818181818181818,0.25384615384615383,0.0,0.0,0.0,0.0,0.03367003367003367,0.10526315789473684,0.020202020202020204,0.010101010101010102,0.35655737704918034,0.007692307692307693,0.7104377104377104,0.0,0.0,0.09278350515463918,0.04040404040404041,0.003367003367003367,0.0,0.09090909090909091,0.003424657534246575,0.008,0.024793388429752067,0.13445378151260504,0.007874015748031496,0.0,0.0,0.0,0.0,0.0,0.0,0.9730639730639731,0.06666666666666667,0.0,0.011428571428571429,0.018867924528301886,0.04132231404958678,0.031578947368421054,0.0,0.05263157894736842,0.02356902356902357,0.030303030303030304,0.0,0.038461538461538464,0.0,0.0,0.015544041450777202,0.01694915254237288,0.0,0.0,0.0,0.0,0.00641025641025641,0.006060606060606061,0.0882352941176472,0.0,0.030303030303030304,0.32323232323232326,0.0,0.04040404040404041,0.010101010101010102,0.0,0.037037037037037035,0.0,0.0,0.15714285714285714,0.037037037037037035,0.0,0.05084745762711865,0.12,0.7037037037037037
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
